section,field_id,phpp_label,variant_id,variant_name,datatype,units,value,excel_row
certification_limits,certification_limits.pe_limit,PE Limit,r_52_walls,+R-52 Walls,PE Limit,kWh/m2,0,369
certification_limits,certification_limits.pe_limit,PE Limit,r_80_roof,+R-80 Roof,PE Limit,kWh/m2,0,369
certification_limits,certification_limits.pe_limit,PE Limit,phius_core_2024,Phius CORE 2024,PE Limit,kWh/m2,0,369
certification_limits,certification_limits.per_limit,PER Limit,code_minumum,Code Minumum,PER Limit,kWh/m2,0,370
certification_limits,certification_limits.per_limit,PER Limit,improved,Improved,PER Limit,kWh/m2,0,370
certification_limits,certification_limits.per_limit,PER Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,PER Limit,kWh/m2,0,370
certification_limits,certification_limits.per_limit,PER Limit,r_52_walls,+R-52 Walls,PER Limit,kWh/m2,0,370
certification_limits,certification_limits.per_limit,PER Limit,r_80_roof,+R-80 Roof,PER Limit,kWh/m2,0,370
certification_limits,certification_limits.per_limit,PER Limit,phius_core_2024,Phius CORE 2024,PER Limit,kWh/m2,0,370
certification_limits,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,code_minumum,Code Minumum,PHIUS Net Source Energy Limit,kWh/m2,101.63484692,371
certification_limits,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,improved,Improved,PHIUS Net Source Energy Limit,kWh/m2,101.63484692,371
certification_limits,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,PHIUS Net Source Energy Limit,kWh/m2,101.63484692,371
certification_limits,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,r_52_walls,+R-52 Walls,PHIUS Net Source Energy Limit,kWh/m2,101.63484692,371
certification_limits,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,r_80_roof,+R-80 Roof,PHIUS Net Source Energy Limit,kWh/m2,101.63484692,371
certification_limits,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,phius_core_2024,Phius CORE 2024,PHIUS Net Source Energy Limit,kWh/m2,101.63484692,371
heating_demand,heating_demand.walls_ag,Walls (AG),code_minumum,Code Minumum,Walls (AG),kWh,11574.1837679,376
heating_demand,heating_demand.walls_ag,Walls (AG),improved,Improved,Walls (AG),kWh,9246.08962671,376
heating_demand,heating_demand.walls_ag,Walls (AG),r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Walls (AG),kWh,7689.61121493,376
heating_demand,heating_demand.walls_ag,Walls (AG),r_52_walls,+R-52 Walls,Walls (AG),kWh,5191.41065335,376
heating_demand,heating_demand.walls_ag,Walls (AG),r_80_roof,+R-80 Roof,Walls (AG),kWh,5171.4711368,376
heating_demand,heating_demand.walls_ag,Walls (AG),phius_core_2024,Phius CORE 2024,Walls (AG),kWh,3939.16025494,376
heating_demand,heating_demand.walls_bg,Walls (BG),code_minumum,Code Minumum,Walls (BG),kWh,,377
heating_demand,heating_demand.walls_bg,Walls (BG),improved,Improved,Walls (BG),kWh,,377
heating_demand,heating_demand.walls_bg,Walls (BG),r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Walls (BG),kWh,,377
heating_demand,heating_demand.walls_bg,Walls (BG),r_52_walls,+R-52 Walls,Walls (BG),kWh,,377
heating_demand,heating_demand.walls_bg,Walls (BG),r_80_roof,+R-80 Roof,Walls (BG),kWh,,377
heating_demand,heating_demand.walls_bg,Walls (BG),phius_core_2024,Phius CORE 2024,Walls (BG),kWh,,377
heating_demand,heating_demand.roofs,Roofs,code_minumum,Code Minumum,Roofs,kWh,4589.8549794,378
heating_demand,heating_demand.roofs,Roofs,improved,Improved,Roofs,kWh,3948.67484063,378
heating_demand,heating_demand.roofs,Roofs,r_35_walls_r_59_roof,R-35 Walls / R-59 Roof,Roofs,kWh,3022.32441553,378
heating_demand,heating_demand.roofs,Roofs,r_52_walls,+R-52 Walls,Roofs,kWh,3014.96637492,378
heating_demand,heating_demand.roofs,Roofs,r_80_roof,+R-80 Roof,Roofs,kWh,2317.91686033,378
heating_demand,heating_demand.roofs,Roofs,phius_core_2024,Phius CORE 2024,Roofs,kWh,2215.00035412,378
